ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type,Loc,time
6586,50.207,12.4525,-9.575,318224.0036278832,5564752.2726718215,-9575.0,2008,10,7,20,16,0,0.5,0,154.96,80.57,-27.52,249.85,62.88,-169.39,160.8,25.99,244.9,-11.91,1,,,2008-10-07 20:16:00
6587,50.2054,12.4517,-9.869,318160.8442320485,5564576.3542210935,-9869.0,2008,10,7,20,20,0,0.55,0,253.32,60.51,-161.34,153.88,73.83,-30.83,159.72,33.03,64.01,8.69,1,,,2008-10-07 20:20:00
6588,50.2063,12.4516,-9.887,318157.1308717749,5564676.650060679,-9887.0,2008,10,7,20,21,0,2.1,0,158.66,78.55,-32.47,255.86,58.26,-166.5,157.34,30.83,239.17,-13.4,1,,,2008-10-07 20:21:00
20080092,50.2065,12.4513,-9.841,318136.487134477,5564699.615817779,-9841.0,2008,10,7,20,22,0,0.65,0,345.73,87.82,26.06,254.66,63.96,177.57,152.79,16.47,236.71,-19.71,1,,,2008-10-07 20:22:00
20080093,50.2065,12.4517,-9.879,318165.025902563,5564698.639823421,-9879.0,2008,10,7,20,28,0,1.7,0,260.2,59.01,-165.74,162.75,77.81,-31.79,152.8,30.89,235.24,-12.4,1,,,2008-10-07 20:28:00
6595,50.2063,12.4515,-9.921,318149.99614983867,5564676.894054788,-9921.0,2008,10,7,20,30,0,1.2,0,159.34,76.31,-27.56,256.38,63.29,-164.64,154.86,29.03,240.01,-8.66,1,,,2008-10-07 20:30:00
20080095,50.2069,12.4513,-9.896,318138.0079975948,5564744.083311673,-9896.0,2008,10,7,20,31,0,2.0,0,157.09,76.8,-30.54,254.76,60.35,-164.77,157.79,30.75,61.23,10.86,1,,,2008-10-07 20:31:00
20080096,50.2066,12.4515,-9.93,318151.13670339726,5564710.244674987,-9930.0,2008,10,7,20,32,0,0.62,0,259.23,59.47,-159.13,158.27,72.13,-32.26,154.71,35.18,238.9,-8.18,1,,,2008-10-07 20:32:00
20080097,50.208,12.4514,-9.67,318149.3248850889,5564866.124922009,-9670.0,2008,10,7,20,37,0,0.84,0,252.73,58.09,-156.89,150.02,70.53,-34.09,162.38,37.54,66.22,7.94,1,,,2008-10-07 20:37:00
6604,50.2079,12.4507,-9.893,318099.00329966133,5564856.716323168,-9893.0,2008,10,7,20,38,0,0.53,0,154.82,77.58,-27.69,251.26,63.01,-166.03,159.89,28.23,244.62,-9.72,1,,,2008-10-07 20:38:00
6607,50.2078,12.4512,-9.728,318134.2954746067,5564844.379202499,-9728.0,2008,10,7,20,39,0,0.9,0,250.6,61.78,-157.48,149.5,70.27,-30.16,162.24,34.96,68.39,5.49,1,,,2008-10-07 20:39:00
6606,50.2079,12.4507,-9.848,318099.00329966133,5564856.716323168,-9848.0,2008,10,7,20,39,0,0.7,0,257.22,59.24,-160.01,156.68,72.92,-32.35,156.71,34.71,60.52,8.85,1,,,2008-10-07 20:39:00
6612,50.2079,12.4512,-9.739,318134.6757117362,5564855.496077595,-9739.0,2008,10,7,20,41,0,0.79,0,151.32,74.04,-35.76,252.53,55.82,-160.58,163.3,36.28,244.55,-11.7,1,,,2008-10-07 20:41:00
6614,50.2078,12.4513,-9.674,318141.4299722546,5564844.135181979,-9674.0,2008,10,7,20,42,0,0.73,0,153.86,70.94,-36.87,257.62,55.45,-156.65,159.26,39.19,241.17,-9.79,1,,,2008-10-07 20:42:00
20080103,50.2079,12.4516,-9.725,318163.213643198,5564854.520053637,-9725.0,2008,10,7,20,47,0,1.1,0,149.65,68.14,-35.41,254.47,57.47,-153.8,161.5,40.06,65.82,6.72,1,,,2008-10-07 20:47:00
6619,50.208,12.4508,-9.715,318106.51807929465,5564867.58912951,-9715.0,2008,10,7,20,50,0,0.96,0,250.18,61.15,-158.82,149.59,71.55,-30.57,162.86,34.4,248.22,-6.74,1,,,2008-10-07 20:50:00
20080105,50.2053,12.4523,-9.89,318203.273313786,5564563.773633824,-9890.0,2008,10,7,20,56,0,1.6,0,250.71,61.12,-162.45,152.02,74.69,-30.05,161.85,31.89,246.26,-8.91,1,,,2008-10-07 20:56:00
6625,50.2079,12.4511,-9.73,318127.5412291209,5564855.740107543,-9730.0,2008,10,7,20,57,0,1.3,0,250.71,57.27,-159.43,149.24,72.81,-34.47,164.47,36.25,247.05,-9.98,1,,,2008-10-07 20:57:00
6632,50.2083,12.4506,-9.9,318093.39013003185,5564901.427899213,-9900.0,2008,10,7,21,2,0,1.2,0,255.0,58.43,-160.49,154.49,73.47,-33.1,159.31,34.85,62.45,9.73,1,,,2008-10-07 21:02:00
20080108,50.2076,12.4511,-9.846,318126.40047460847,5564822.389483189,-9846.0,2008,10,7,21,2,0,0.59,0,253.24,69.19,-169.88,159.61,80.55,-21.11,155.22,21.55,62.13,7.76,1,,,2008-10-07 21:02:00
20080109,50.2081,12.4512,-9.711,318135.43618766934,5564877.729828248,-9711.0,2008,10,7,21,2,0,1.6,0,252.8,60.15,-159.81,152.43,72.58,-31.44,160.66,34.31,245.11,-8.06,1,,,2008-10-07 21:02:00
6639,50.2068,12.4513,-9.94,318137.6277809782,5564732.966437969,-9940.0,2008,10,7,21,5,0,0.9,0,256.55,59.74,-164.86,158.79,76.96,-31.15,156.27,31.05,239.33,-11.35,1,,,2008-10-07 21:05:00
20080111,50.2073,12.451,-9.933,318118.1251530076,5564789.282900694,-9933.0,2008,10,7,21,11,0,1.6,0,254.09,59.55,-165.8,156.78,77.79,-31.23,158.64,30.52,61.41,12.05,1,,,2008-10-07 21:11:00
6656,50.2071,12.4519,-9.648,318181.5760476621,5564764.853131127,-9648.0,2008,10,7,21,13,0,0.87,0,252.33,63.06,-158.35,152.13,70.79,-28.67,159.74,33.57,246.39,-5.04,1,,,2008-10-07 21:13:00
